IDOrganizzazione_1,IDOrganizzazione_2,similarità_campi dei piani,similarità_macroambiti dei piani,similarità_dimensione dell'organizzazione,similarità_popolazione residente nel comune dell'organizzazione,similarità_azioni eseguite (voci della tassonomia),similarità_composizione statistica dell'organico,similarità_anni di attività,similarità_settore dell'organizzazione,similarità_Media generale,similarità Media Piani delle organizzazioni,similarità Media caratteristiche delle organizzazioni
3,11931495,0.8181818181818182,1.0,0.0,,0.22857142857142856,,1.0,0.0,0.381,1.0,0.0
3,11653706,0.8181818181818182,1.0,0.0,,0.1891891891891892,,1.0,0.0,0.376,1.0,0.0
3,11947336,0.8181818181818182,1.0,0.0,,0.225,,0.75,0.0,0.349,0.875,0.0
3,12348313,0.8181818181818182,1.0,0.0,,0.1891891891891892,,0.75,0.0,0.345,0.875,0.0
3,12345522,0.8181818181818182,1.0,0.0,,0.19444444444444445,,0.75,0.0,0.345,0.875,0.0
3,188,0.8181818181818182,1.0,0.0,,0.16666666666666666,,0.75,0.0,0.342,0.875,0.0
3,11933003,0.8181818181818182,1.0,0.0,,0.14285714285714285,,0.75,0.0,0.339,0.875,0.0
3,12255427,0.8181818181818182,1.0,0.0,,0.1388888888888889,,0.75,0.0,0.338,0.875,0.0
3,11942185,0.8181818181818182,1.0,0.0,,0.1,,0.75,0.0,0.334,0.875,0.0
3,166,0.8181818181818182,1.0,0.0,,0.09090909090909091,,0.75,0.0,0.332,0.875,0.0
3,11954897,0.8181818181818182,1.0,0.0,,0.09090909090909091,,0.75,0.0,0.332,0.875,0.0
3,12303699,0.8181818181818182,1.0,0.0,,0.08823529411764706,,0.75,0.0,0.332,0.875,0.0
3,11972872,0.8181818181818182,1.0,0.0,,0.0851063829787234,,0.75,0.0,0.332,0.875,0.0
3,12344029,0.8181818181818182,1.0,0.0,,0.19444444444444445,,0.6,0.0,0.327,0.8,0.0
3,11947599,0.8181818181818182,1.0,0.0,,0.13953488372093023,,0.6,0.0,0.32,0.8,0.0
3,11927042,0.8181818181818182,1.0,0.0,,0.11320754716981132,,0.6,0.0,0.316,0.8,0.0
3,11926544,0.8181818181818182,1.0,0.0,,0.20588235294117646,,0.5,0.0,0.316,0.75,0.0
3,12343961,0.8181818181818182,1.0,0.0,,0.20454545454545456,,0.5,0.0,0.315,0.75,0.0
3,11708852,0.8181818181818182,1.0,0.0,,0.19444444444444445,,0.5,0.0,0.314,0.75,0.0
3,12279053,0.5454545454545454,1.0,0.0,,0.18181818181818182,,0.75,0.0,0.31,0.875,0.0
3,11901448,0.75,0.8571428571428571,0.0,,0.84,,0.0,0.0,0.306,0.429,0.0
3,12348840,0.8181818181818182,1.0,0.0,,0.21621621621621623,,0.4,0.0,0.304,0.7,0.0
3,12274866,0.8181818181818182,1.0,0.0,,0.21739130434782608,,0.4,0.0,0.304,0.7,0.0
3,11931677,0.8181818181818182,1.0,0.0,,0.175,,0.42857142857142855,0.0,0.303,0.714,0.0
3,185,0.8181818181818182,1.0,0.0,,0.09302325581395349,,0.5,0.0,0.301,0.75,0.0
3,11676428,0.6363636363636364,1.0,0.0,,0.2727272727272727,,0.5,0.0,0.301,0.75,0.0
3,11953376,0.8181818181818182,1.0,0.0,,0.1891891891891892,,0.375,0.0,0.298,0.688,0.0
3,12282782,0.8181818181818182,1.0,0.0,,0.23529411764705882,,0.3333333333333333,0.0,0.298,0.667,0.0
3,11939727,0.8181818181818182,1.0,0.0,,0.21875,,0.3333333333333333,0.0,0.296,0.667,0.0
3,12303301,0.7272727272727273,1.0,0.0,,0.1388888888888889,,0.5,0.0,0.296,0.75,0.0
3,11926946,0.8181818181818182,1.0,0.0,,0.21951219512195122,,0.3333333333333333,0.0,0.296,0.667,0.0
3,12278699,0.8181818181818182,1.0,0.0,,0.21428571428571427,,0.3333333333333333,0.0,0.296,0.667,0.0
3,11942091,0.8181818181818182,1.0,0.0,,0.24390243902439024,,0.3,0.0,0.295,0.65,0.0
3,11964246,0.8181818181818182,1.0,0.0,,0.20454545454545456,,0.3333333333333333,0.0,0.295,0.667,0.0
3,11701648,0.8181818181818182,1.0,0.0,,0.2,,0.3333333333333333,0.0,0.294,0.667,0.0
3,11944676,0.8181818181818182,1.0,0.0,,0.2,,0.3333333333333333,0.0,0.294,0.667,0.0
3,11928379,0.8181818181818182,1.0,0.0,,0.2631578947368421,,0.2727272727272727,0.0,0.294,0.636,0.0
3,11947650,0.7272727272727273,1.0,0.0,,0.12121212121212122,,0.5,0.0,0.294,0.75,0.0
3,12278532,0.8181818181818182,1.0,0.0,,0.024390243902439025,,0.5,0.0,0.293,0.75,0.0
3,12343020,0.8181818181818182,1.0,0.0,,0.2037037037037037,,0.3,0.0,0.29,0.65,0.0
3,12299110,0.8181818181818182,1.0,0.0,,0.07692307692307693,,0.42857142857142855,0.0,0.29,0.714,0.0
3,11928411,0.8181818181818182,1.0,0.0,,0.21428571428571427,,0.2727272727272727,0.0,0.288,0.636,0.0
3,11926683,0.8181818181818182,1.0,0.0,,0.10909090909090909,,0.375,0.0,0.288,0.688,0.0
3,12271843,0.8181818181818182,1.0,0.0,,0.18,,0.3,0.0,0.287,0.65,0.0
3,11901625,0.8181818181818182,1.0,0.0,,0.2,,0.2727272727272727,0.0,0.286,0.636,0.0
3,11926841,0.8181818181818182,1.0,0.0,,0.1875,,0.2727272727272727,0.0,0.285,0.636,0.0
3,12279096,0.8181818181818182,1.0,0.0,,0.2,,0.25,0.0,0.284,0.625,0.0
3,12272072,0.8181818181818182,1.0,0.0,,0.14634146341463414,,0.3,0.0,0.283,0.65,0.0
3,11954823,0.8181818181818182,1.0,0.0,,0.14634146341463414,,0.3,0.0,0.283,0.65,0.0
3,12330315,0.8181818181818182,1.0,0.0,,0.16071428571428573,,0.2727272727272727,0.0,0.281,0.636,0.0
3,11927092,0.8181818181818182,1.0,0.0,,0.15384615384615385,,0.2727272727272727,0.0,0.281,0.636,0.0
3,12344696,0.8181818181818182,1.0,0.0,,0.13157894736842105,,0.3,0.0,0.281,0.65,0.0
3,11945572,0.8181818181818182,1.0,0.0,,0.1,,0.3333333333333333,0.0,0.281,0.667,0.0
3,11899805,0.8181818181818182,1.0,0.0,,0.12195121951219512,,0.3,0.0,0.28,0.65,0.0
3,12344110,0.8181818181818182,1.0,0.0,,0.12,,0.3,0.0,0.28,0.65,0.0
3,12344629,0.8181818181818182,1.0,0.0,,0.125,,0.3,0.0,0.28,0.65,0.0
3,11420574,0.8181818181818182,1.0,0.0,,0.24324324324324326,,0.16666666666666666,0.0,0.279,0.583,0.0
3,11933587,0.7272727272727273,1.0,0.0,,0.1951219512195122,,0.3,0.0,0.278,0.65,0.0
3,11899990,0.8181818181818182,1.0,0.0,,0.09615384615384616,,0.3,0.0,0.277,0.65,0.0
3,12348922,0.75,1.0,0.0,,0.17307692307692307,,0.2857142857142857,0.0,0.276,0.643,0.0
3,11679083,0.75,1.0,0.0,,0.2391304347826087,,0.2222222222222222,0.0,0.276,0.611,0.0
3,13074995,0.8181818181818182,1.0,0.0,,0.1875,,0.2,0.0,0.276,0.6,0.0
3,11621328,0.8181818181818182,1.0,0.0,,0.1794871794871795,,0.2,0.0,0.275,0.6,0.0
3,12255528,0.7272727272727273,1.0,0.0,,0.14285714285714285,,0.3333333333333333,0.0,0.275,0.667,0.0
3,13036277,0.8181818181818182,1.0,0.0,,0.16129032258064516,,0.2222222222222222,0.0,0.275,0.611,0.0
3,12345813,0.8181818181818182,1.0,0.0,,0.15789473684210525,,0.2222222222222222,0.0,0.275,0.611,0.0
3,11420666,0.8181818181818182,1.0,0.0,,0.17073170731707318,,0.2,0.0,0.274,0.6,0.0
3,13031295,0.8181818181818182,1.0,0.0,,0.15,,0.2222222222222222,0.0,0.274,0.611,0.0
3,12345854,0.8181818181818182,1.0,0.0,,0.15555555555555556,,0.2,0.0,0.272,0.6,0.0
3,11899496,0.8181818181818182,1.0,0.0,,0.1875,,0.16666666666666666,0.0,0.272,0.583,0.0
3,12345006,0.8181818181818182,1.0,0.0,,0.1794871794871795,,0.18181818181818182,0.0,0.272,0.591,0.0
3,12283203,0.6363636363636364,1.0,0.0,,0.2,,0.3333333333333333,0.0,0.271,0.667,0.0
3,12348191,0.8181818181818182,1.0,0.0,,0.1,,0.25,0.0,0.271,0.625,0.0
3,12753211,0.8181818181818182,1.0,0.0,,0.125,,0.2222222222222222,0.0,0.271,0.611,0.0
3,11928590,0.09090909090909091,1.0,0.0,,0.06666666666666667,,1.0,0.0,0.27,1.0,0.0
3,13370884,0.8181818181818182,1.0,0.0,,0.09375,,0.25,0.0,0.27,0.625,0.0
3,13315566,0.8181818181818182,1.0,0.0,,0.1282051282051282,,0.2,0.0,0.268,0.6,0.0
3,11932841,0.7272727272727273,1.0,0.0,,0.13953488372093023,,0.2727272727272727,0.0,0.267,0.636,0.0
3,11420400,0.8181818181818182,1.0,0.0,,0.18604651162790697,,0.125,0.0,0.266,0.562,0.0
3,11433348,0.8181818181818182,1.0,0.0,,0.13513513513513514,,0.16666666666666666,0.0,0.265,0.583,0.0
3,11423676,0.8181818181818182,1.0,0.0,,0.18867924528301888,,0.1111111111111111,0.0,0.265,0.556,0.0
3,11423502,0.8181818181818182,1.0,0.0,,0.1951219512195122,,0.1,0.0,0.264,0.55,0.0
3,11416604,0.8181818181818182,1.0,0.0,,0.1956521739130435,,0.1,0.0,0.264,0.55,0.0
3,12330255,0.8181818181818182,1.0,0.0,,0.11538461538461539,,0.18181818181818182,0.0,0.264,0.591,0.0
3,13327152,0.7272727272727273,1.0,0.0,,0.125,,0.25,0.0,0.263,0.625,0.0
3,12348265,0.8181818181818182,1.0,0.0,,0.06666666666666667,,0.2222222222222222,0.0,0.263,0.611,0.0
3,11867290,0.8181818181818182,1.0,0.0,,0.11627906976744186,,0.16666666666666666,0.0,0.263,0.583,0.0
3,11420646,0.8181818181818182,1.0,0.0,,0.1891891891891892,,0.1,0.0,0.263,0.55,0.0
3,15120213,0.8181818181818182,1.0,0.0,,0.16279069767441862,,0.1,0.0,0.26,0.55,0.0
3,11417030,0.8181818181818182,1.0,0.0,,0.13513513513513514,,0.125,0.0,0.26,0.562,0.0
3,11434466,0.8181818181818182,1.0,0.0,,0.09375,,0.16666666666666666,0.0,0.26,0.583,0.0
3,11420609,0.8181818181818182,1.0,0.0,,0.06451612903225806,,0.2,0.0,0.26,0.6,0.0
3,12345055,0.7272727272727273,1.0,0.0,,0.1590909090909091,,0.18181818181818182,0.0,0.259,0.591,0.0
3,11423668,0.8181818181818182,1.0,0.0,,0.14893617021276595,,0.1,0.0,0.258,0.55,0.0
3,11423340,0.8181818181818182,1.0,0.0,,0.14814814814814814,,0.1,0.0,0.258,0.55,0.0
3,11433342,0.8181818181818182,1.0,0.0,,0.14583333333333334,,0.1,0.0,0.258,0.55,0.0
3,12344984,0.75,0.8571428571428571,0.0,,0.05,,0.4,0.0,0.257,0.629,0.0
3,11416602,0.8181818181818182,1.0,0.0,,0.13636363636363635,,0.1,0.0,0.257,0.55,0.0
3,11433297,0.8181818181818182,1.0,0.0,,0.1276595744680851,,0.1111111111111111,0.0,0.257,0.556,0.0
3,12280970,0.7,1.0,0.0,,0.1,,0.25,0.0,0.256,0.625,0.0
3,11602473,0.8181818181818182,1.0,0.0,,0.12962962962962962,,0.1,0.0,0.256,0.55,0.0
3,11420862,0.8181818181818182,1.0,0.0,,0.1320754716981132,,0.1,0.0,0.256,0.55,0.0
3,12349982,0.75,0.8571428571428571,0.0,,0.21621621621621623,,0.2222222222222222,0.0,0.256,0.54,0.0
3,11420379,0.8181818181818182,1.0,0.0,,0.1282051282051282,,0.1,0.0,0.256,0.55,0.0
3,11423510,0.8181818181818182,1.0,0.0,,0.05714285714285714,,0.16666666666666666,0.0,0.255,0.583,0.0
3,24586103,0.8181818181818182,1.0,0.0,,0.21052631578947367,,0.0,0.0,0.254,0.5,0.0
3,26036460,0.8181818181818182,1.0,0.0,,0.21212121212121213,,0.0,0.0,0.254,0.5,0.0
3,12344554,0.75,0.8571428571428571,0.0,,0.14583333333333334,,0.2727272727272727,0.0,0.253,0.565,0.0
3,24480580,0.8181818181818182,1.0,0.0,,0.20588235294117646,,0.0,0.0,0.253,0.5,0.0
3,17864793,0.8181818181818182,1.0,0.0,,0.19444444444444445,,0.0,0.0,0.252,0.5,0.0
