organizzazione_1,organizzazione_2,similarità_dimensione,similarità_codateco_aggregato,similarità_popolazione_classi_ordinali,similarità_anno_compilazione,similarità_numero_codice_campo,similarità_organico,similarità_codice_macro,similarità_label 0,similarità_media
12344696,12349982,False,False,0.21,0.64,0.92,0.88,0.86,0.21,0.46499999999999997
12344696,13036277,True,False,1.0,0.64,1.0,0.84,1.0,0.3,0.7225
12344696,24460182,True,True,1.0,0.3,0.82,0.76,1.0,0.17,0.75625
12344696,13315566,True,False,1.0,0.73,1.0,0.83,1.0,0.22,0.7224999999999999
12344696,13370884,True,False,1.0,0.2,1.0,0.87,1.0,0.24,0.6637500000000001
12344696,15120213,True,False,1.0,0.64,1.0,0.81,1.0,0.28,0.71625
12344696,13327152,True,False,1.0,0.55,0.91,0.85,1.0,0.31,0.7024999999999999
12344696,13369994,True,False,1.0,0.64,0.82,0.9,1.0,0.29,0.70625
12344696,13090819,True,False,0.21,0.2,0.55,0.56,0.67,0.07,0.4075
12344696,13074995,True,True,1.0,0.73,1.0,0.79,1.0,0.26,0.8475
12344696,13031295,True,False,1.0,0.64,1.0,0.86,1.0,0.24,0.7175
12344696,13073313,False,False,1.0,0.0,0.55,0.7,0.67,0.16,0.385
12344696,22748742,False,False,0.21,0.4,1.0,0.86,1.0,0.21,0.45999999999999996
12344696,12348840,False,False,0.0,0.27,1.0,0.76,1.0,0.28,0.41375000000000006
12344696,12345055,True,True,1.0,0.67,0.91,0.67,1.0,0.27,0.815
12344696,12753211,True,False,0.21,0.64,1.0,0.81,1.0,0.38,0.63
12344696,12344984,True,False,0.21,0.27,0.92,0.92,0.86,0.26,0.5549999999999999
12344696,12345522,False,False,1.0,0.27,1.0,0.94,1.0,0.19,0.55
12344696,12348191,True,False,0.21,0.7,1.0,0.66,1.0,0.29,0.6075
12344696,12345813,False,False,0.21,0.64,1.0,0.82,1.0,0.22,0.48625
12344696,12359604,False,True,0.21,0.55,1.0,0.81,1.0,0.18,0.59375
12344696,12345743,False,False,1.0,0.73,0.3,0.72,1.0,0.1,0.48125
12344696,17864793,False,False,0.0,0.45,1.0,0.74,1.0,0.29,0.435
12344696,12345006,False,False,0.0,0.67,1.0,0.54,1.0,0.27,0.435
12344696,23166880,False,False,1.0,0.5,1.0,0.73,1.0,0.17,0.55
12344696,12348265,True,True,0.21,0.64,1.0,0.74,1.0,0.29,0.735
12344696,23166520,False,False,1.0,0.4,1.0,0.9,1.0,0.06,0.5449999999999999
12344696,12345854,False,False,1.0,0.73,1.0,0.96,1.0,0.2,0.61125
12344696,12348922,True,False,0.21,0.6,0.92,0.83,1.0,0.13,0.58625
12344696,57489018,False,True,0.21,0.1,0.64,0.67,1.0,0.11,0.46625
12344696,38274951,True,True,0.21,0.2,1.0,0.87,1.0,0.18,0.6825
12344696,12432933,True,False,1.0,0.55,1.0,0.91,1.0,0.22,0.71
12344696,24445801,False,False,1.0,0.27,1.0,0.79,1.0,0.16,0.5275000000000001
12344696,24530218,False,False,0.21,0.36,1.0,0.66,1.0,0.19,0.4275
12344696,24432605,False,False,0.21,0.36,1.0,0.92,1.0,0.25,0.46749999999999997
12344696,12346418,False,True,1.0,0.45,1.0,0.88,1.0,0.21,0.6925
12344696,12348171,True,False,0.21,0.45,1.0,0.94,1.0,0.18,0.5974999999999999
12344696,22529314,True,False,0.21,0.36,1.0,0.93,1.0,0.23,0.59125
12344696,15114811,False,False,1.0,0.42,1.0,0.85,1.0,0.19,0.5575
12344696,47120523,False,False,1.0,0.1,0.73,0.85,1.0,0.17,0.48125
12344696,15112897,True,False,1.0,0.45,1.0,0.74,1.0,0.21,0.675
12344696,15114560,True,False,1.0,0.27,1.0,0.85,1.0,0.15,0.6587500000000001
12344696,15120535,True,False,0.21,0.42,1.0,0.89,1.0,0.29,0.60125
12344696,22739044,False,True,0.0,0.4,1.0,0.82,1.0,0.25,0.55875
12344696,16351011,False,False,0.0,0.1,1.0,0.57,1.0,0.09,0.345
12344696,16589318,True,False,0.21,0.33,1.0,0.68,1.0,0.2,0.5525000000000001
12344696,17223141,True,False,1.0,0.45,1.0,0.87,1.0,0.24,0.6950000000000001
12344696,17263567,True,True,1.0,0.4,1.0,0.67,1.0,0.28,0.7937500000000001
12344696,17911757,True,False,1.0,0.4,1.0,0.32,1.0,0.15,0.60875
12344696,20541729,False,False,0.21,0.5,1.0,0.88,1.0,0.3,0.48624999999999996
12344696,37045921,True,False,1.0,0.18,1.0,0.77,1.0,0.15,0.6375000000000001
12344696,38553239,False,False,0.21,0.18,1.0,0.72,1.0,0.14,0.40625000000000006
12344696,21048907,False,False,0.21,0.5,1.0,0.83,1.0,0.16,0.4625
12344696,22817670,True,True,0.21,0.5,1.0,0.67,1.0,0.05,0.67875
12344696,24672560,True,False,1.0,0.36,1.0,0.83,1.0,0.1,0.6612499999999999
12344696,22449157,False,True,1.0,0.4,0.73,0.88,1.0,0.14,0.6437499999999999
12344696,22513966,False,False,0.21,0.5,1.0,0.78,1.0,0.16,0.45625000000000004
12344696,22567271,False,False,0.0,0.36,1.0,0.89,1.0,0.12,0.42125
12344696,22738787,True,False,0.21,0.4,1.0,0.74,1.0,0.2,0.56875
12344696,22748378,False,False,0.0,0.36,1.0,0.83,1.0,0.29,0.435
12344696,22737572,False,True,0.21,0.4,0.91,0.72,0.83,0.22,0.53625
12344696,22737728,False,False,1.0,0.36,1.0,0.87,1.0,0.25,0.56
12344696,22778156,False,False,1.0,0.5,1.0,0.72,1.0,0.13,0.54375
12344696,22802671,False,False,0.0,0.4,1.0,0.81,1.0,0.25,0.4325
12344696,21697226,True,False,1.0,0.27,1.0,0.8,1.0,0.14,0.65125
12344696,22787251,False,False,1.0,0.36,1.0,0.7,1.0,0.21,0.53375
12344696,22817877,False,False,0.0,0.4,1.0,0.69,1.0,0.1,0.39875
12344696,22881504,False,False,0.0,0.36,1.0,0.95,1.0,0.12,0.42874999999999996
12344696,22865741,False,True,1.0,0.4,0.91,0.73,0.83,0.18,0.63125
12344696,22834498,True,False,0.0,0.3,1.0,0.81,1.0,0.18,0.5362499999999999
12344696,22865035,False,True,1.0,0.1,0.64,0.76,0.67,0.16,0.54125
12344696,22896597,False,False,0.0,0.4,1.0,0.78,1.0,0.3,0.43499999999999994
12344696,22916892,False,False,0.21,0.4,1.0,0.73,1.0,0.29,0.45375
12344696,22895119,False,False,1.0,0.27,1.0,0.9,1.0,0.22,0.54875
12344696,23037500,False,False,0.21,0.5,1.0,0.76,1.0,0.24,0.46375
12344696,23111722,False,False,0.0,0.36,1.0,0.88,1.0,0.19,0.42874999999999996
12344696,22895714,True,True,0.21,0.4,1.0,0.88,1.0,0.14,0.70375
12344696,22834383,True,True,0.21,0.5,1.0,0.81,1.0,0.17,0.7112499999999999
12344696,22923138,False,False,1.0,0.5,1.0,0.65,1.0,0.2,0.5437500000000001
12344696,23172027,False,False,0.21,0.4,1.0,0.88,1.0,0.24,0.46624999999999994
12344696,24416908,True,False,0.0,0.4,1.0,0.75,1.0,0.17,0.54
12344696,24430386,False,False,0.21,0.4,0.73,0.69,1.0,0.12,0.39375
12344696,24417143,False,False,0.21,0.36,1.0,0.95,1.0,0.19,0.46374999999999994
12344696,24431251,True,False,1.0,0.36,1.0,0.85,1.0,0.21,0.6775
12344696,24460126,True,True,1.0,0.3,0.91,0.65,1.0,0.16,0.7525000000000001
12344696,24430807,False,False,0.21,0.4,1.0,0.92,1.0,0.2,0.46625
12344696,24461416,False,False,1.0,0.3,0.91,0.92,1.0,0.18,0.53875
12344696,24412967,False,True,0.21,0.36,0.82,0.54,1.0,0.07,0.49999999999999994
12344696,24501790,False,True,1.0,0.4,1.0,0.9,1.0,0.09,0.67375
12344696,24502165,True,False,0.21,0.4,1.0,0.85,1.0,0.21,0.58375
12344696,24485944,False,False,1.0,0.27,0.91,0.77,0.83,0.17,0.49375
12344696,24461172,False,False,1.0,0.1,1.0,0.65,1.0,0.18,0.49125
12344696,24512567,True,True,0.21,0.4,1.0,0.83,1.0,0.26,0.7124999999999999
12344696,22890813,False,False,1.0,0.4,1.0,0.74,1.0,0.19,0.54125
12344696,24431272,False,False,1.0,0.3,0.73,0.56,1.0,0.19,0.47250000000000003
12344696,24586103,True,False,1.0,0.36,1.0,0.64,1.0,0.24,0.655
12344696,24575025,True,False,1.0,0.4,1.0,0.83,1.0,0.26,0.6862499999999999
12344696,24606672,True,False,0.21,0.4,1.0,0.78,1.0,0.05,0.5549999999999999
12344696,24617981,False,True,0.21,0.4,1.0,0.89,1.0,0.23,0.59125
12344696,24635635,True,False,0.21,0.4,1.0,0.88,1.0,0.14,0.57875
12344696,24618864,True,False,1.0,0.36,1.0,0.93,1.0,0.17,0.6825
12344696,24634137,True,False,0.21,0.36,1.0,0.82,1.0,0.2,0.57375
12344696,24634621,True,False,0.21,0.4,1.0,0.88,1.0,0.12,0.57625
12344696,24529441,False,False,0.21,0.18,1.0,0.89,1.0,0.22,0.43750000000000006
12344696,24685186,True,False,0.21,0.3,1.0,0.86,1.0,0.24,0.5762499999999999
12344696,22529102,True,False,0.0,0.4,1.0,0.78,1.0,0.08,0.5325
12344696,24666903,False,False,0.21,0.4,0.91,0.6,1.0,0.06,0.3975
12344696,24672469,True,False,1.0,0.1,0.91,0.93,1.0,0.19,0.6412500000000001
12344696,24655348,True,False,1.0,0.4,1.0,0.89,1.0,0.08,0.67125
12344696,24673735,True,False,1.0,0.1,0.91,0.53,1.0,0.15,0.58625
12344696,24655546,True,False,1.0,0.4,1.0,0.93,1.0,0.16,0.68625
12344696,25848641,False,False,1.0,0.18,1.0,0.86,1.0,0.14,0.5224999999999999
12344696,25888697,False,False,0.21,0.3,0.91,0.86,1.0,0.19,0.43374999999999997
12344696,25907131,True,False,1.0,0.36,0.85,0.7,0.75,0.12,0.5975
12344696,26036460,True,False,1.0,0.36,1.0,0.51,1.0,0.11,0.6225
12344696,30404299,True,False,0.21,0.3,1.0,0.87,1.0,0.2,0.5725
12344696,30477998,False,False,1.0,0.2,1.0,0.89,1.0,0.16,0.53125
12344696,32011667,True,False,0.21,0.3,1.0,0.86,1.0,0.2,0.5712499999999999
12344696,34738362,True,False,1.0,0.3,1.0,0.72,1.0,0.16,0.6475
12344696,35979660,True,False,0.21,0.18,1.0,0.64,1.0,0.24,0.53375
12344696,37303802,True,False,0.21,0.18,1.0,0.59,1.0,0.21,0.5237499999999999
12344696,37417707,True,True,0.21,0.18,1.0,0.87,1.0,0.16,0.6775
12344696,37516374,True,False,0.21,0.18,1.0,0.86,1.0,0.17,0.5525
12344696,38176350,True,False,0.21,0.18,1.0,0.78,1.0,0.12,0.53625
12344696,38270618,False,True,0.0,0.18,1.0,0.77,1.0,0.21,0.52
12344696,38292651,False,False,0.21,0.18,1.0,0.86,1.0,0.08,0.41625
12344696,38360501,False,False,0.0,0.2,1.0,0.81,1.0,0.15,0.39499999999999996
12344696,38542766,True,False,0.21,0.2,1.0,0.71,1.0,0.17,0.53625
12344696,39850829,True,True,0.0,0.18,1.0,0.88,1.0,0.22,0.66
12344696,48990529,False,False,0.0,0.1,1.0,0.81,1.0,0.22,0.39125000000000004
12344696,39718140,True,False,1.0,0.1,1.0,0.68,1.0,0.05,0.60375
12344696,41147164,False,False,0.0,0.2,1.0,0.95,1.0,0.26,0.42625
12344696,41737956,True,True,1.0,0.09,1.0,0.72,1.0,0.25,0.7575
12344696,42071139,True,False,0.21,0.2,1.0,0.73,1.0,0.38,0.5650000000000001
12344696,42070610,False,False,0.0,0.1,0.82,0.64,1.0,0.2,0.34500000000000003
12344696,42169074,False,True,0.21,0.2,1.0,0.85,1.0,0.13,0.54875
12344696,58418337,True,False,0.21,0.1,0.18,0.7,0.17,0.04,0.3
12344696,42997657,True,False,1.0,0.1,0.91,0.6,0.83,0.14,0.5725
12344696,43652596,False,False,1.0,0.09,1.0,0.77,1.0,0.24,0.5125
12344696,43869993,False,False,0.0,0.1,1.0,0.87,1.0,0.13,0.3875
12344696,43925569,True,True,0.0,0.09,1.0,0.68,1.0,0.12,0.61125
12344696,43949902,True,False,0.21,0.09,1.0,0.7,1.0,0.16,0.52
12344696,43950172,False,False,0.21,0.09,1.0,0.76,1.0,0.1,0.395
12344696,43950507,True,False,0.21,0.09,1.0,0.66,1.0,0.1,0.5075
12344696,44118667,True,False,0.21,0.09,1.0,0.87,1.0,0.16,0.54125
12344696,44710847,False,True,0.0,0.09,1.0,0.6,1.0,0.09,0.4725
12344696,44701390,True,False,1.0,0.1,1.0,0.65,1.0,0.12,0.60875
12344696,46327415,True,True,1.0,0.1,1.0,0.78,1.0,0.15,0.75375
12344696,45024864,False,False,1.0,0.09,1.0,0.71,1.0,0.24,0.505
12344696,46322477,True,False,1.0,0.09,0.91,0.62,1.0,0.12,0.5925
12344696,46152143,False,True,0.21,0.09,1.0,0.63,1.0,0.14,0.5087499999999999
12344696,46746173,False,False,1.0,0.1,1.0,0.83,1.0,0.19,0.515
12344696,48057955,True,False,0.21,0.1,1.0,0.54,1.0,0.06,0.48875
12344696,48615138,True,False,1.0,0.1,1.0,0.5,1.0,0.25,0.60625
12344696,50539607,True,False,0.21,0.1,1.0,0.28,1.0,0.21,0.475
12344696,53869234,True,True,0.21,0.1,0.91,0.73,0.83,0.09,0.60875
12344696,56291112,True,False,0.0,0.1,0.91,0.73,1.0,0.13,0.48375
12344696,61775119,True,False,1.0,0.1,1.0,0.88,1.0,0.23,0.6512500000000001
11708852,11953376,True,False,1.0,0.56,1.0,0.65,1.0,0.15,0.67
11708852,11926841,False,False,0.79,0.55,1.0,0.7,1.0,0.22,0.5325
11708852,11945572,True,False,1.0,0.67,1.0,0.75,1.0,0.14,0.695
11708852,11931495,False,False,1.0,0.5,1.0,0.77,1.0,0.29,0.57
11708852,11926683,True,False,1.0,0.75,1.0,0.44,1.0,0.22,0.67625
11708852,12349982,False,False,1.0,0.56,0.92,0.69,0.86,0.21,0.53
11708852,11867290,False,True,0.21,0.42,1.0,0.66,1.0,0.29,0.5725
11708852,11926946,False,False,0.79,0.5,1.0,0.77,1.0,0.21,0.5337500000000001
11708852,13036277,True,False,0.21,0.4,1.0,0.71,1.0,0.24,0.5700000000000001
11708852,11899990,True,False,0.21,0.6,1.0,0.59,1.0,0.12,0.5650000000000001
11708852,11899805,True,True,0.79,0.45,1.0,0.73,1.0,0.27,0.78
11708852,11901625,True,True,1.0,0.42,1.0,0.74,1.0,0.18,0.7925
11708852,24460182,True,True,0.21,0.12,0.82,0.86,1.0,0.08,0.63625
11708852,11928590,False,False,0.21,0.5,0.09,0.72,1.0,0.14,0.3325
11708852,13315566,True,False,0.21,0.36,1.0,0.6,1.0,0.12,0.53625
11708852,11926544,False,False,1.0,0.71,1.0,0.57,1.0,0.17,0.5562499999999999
11708852,13370884,True,False,0.21,0.33,1.0,0.77,1.0,0.2,0.5637500000000001
11708852,11899496,False,False,0.21,0.42,1.0,0.78,1.0,0.29,0.4625
11708852,15120213,True,False,0.21,0.27,1.0,0.51,1.0,0.21,0.525
11708852,11928379,True,False,0.21,0.42,1.0,0.74,1.0,0.29,0.5825
11708852,13327152,True,False,0.21,0.3,0.91,0.5,1.0,0.18,0.5125
11708852,13369994,True,False,0.21,0.4,0.82,0.59,1.0,0.18,0.5249999999999999
11708852,13090819,True,False,1.0,0.33,0.55,0.74,0.67,0.19,0.56
11708852,13074995,True,True,0.21,0.36,1.0,0.75,1.0,0.21,0.69125
11708852,13031295,True,False,0.21,0.27,1.0,0.7,1.0,0.12,0.5375
11708852,13073313,False,False,0.21,0.0,0.55,0.84,0.67,0.0,0.28375
11708852,11927042,False,False,0.21,0.83,1.0,0.78,1.0,0.18,0.5
11708852,11927092,True,False,0.21,0.55,1.0,0.52,1.0,0.31,0.5737499999999999
11708852,11931589,False,True,0.21,0.33,0.27,0.73,1.0,0.2,0.4675
11708852,11928411,True,True,0.21,0.55,1.0,0.74,1.0,0.27,0.72125
11708852,12344554,True,False,0.21,0.55,0.92,0.76,0.86,0.17,0.5587500000000001
11708852,11942185,False,False,1.0,0.67,1.0,0.33,1.0,0.22,0.5275
11708852,12330255,True,False,0.21,0.45,1.0,0.78,1.0,0.31,0.59375
11708852,11931677,True,False,0.21,0.62,1.0,0.78,1.0,0.26,0.60875
11708852,22748742,False,False,1.0,0.11,1.0,0.52,1.0,0.11,0.4675
11708852,12348840,False,False,0.79,0.25,1.0,0.44,1.0,0.24,0.46499999999999997
11708852,12345055,True,True,0.21,0.33,0.91,0.75,1.0,0.16,0.67
11708852,12330315,False,False,1.0,0.55,1.0,0.74,1.0,0.22,0.56375
11708852,12283203,False,False,0.21,0.67,0.82,0.64,1.0,0.16,0.4375
11708852,12272072,False,False,0.21,0.6,1.0,0.52,1.0,0.14,0.43375
11708852,11972872,True,False,0.21,0.67,1.0,0.52,1.0,0.18,0.5725
11708852,12271843,False,False,0.21,0.6,1.0,0.63,1.0,0.2,0.455
11708852,12274866,False,True,0.21,0.43,1.0,0.54,1.0,0.21,0.54875
11708852,12303301,False,False,1.0,0.71,0.91,0.65,1.0,0.24,0.56375
11708852,12344029,True,False,0.21,0.57,1.0,0.41,1.0,0.26,0.5562499999999999
11708852,12279096,True,False,1.0,0.33,1.0,0.76,1.0,0.29,0.6725
11708852,11947336,False,False,1.0,0.67,1.0,0.61,1.0,0.19,0.55875
11708852,11932841,False,False,1.0,0.42,0.91,0.47,1.0,0.16,0.495
11708852,12255528,False,False,1.0,0.5,0.91,0.57,1.0,0.21,0.52375
11708852,11933003,False,False,0.21,0.43,1.0,0.7,1.0,0.32,0.45749999999999996
11708852,11939727,False,False,0.79,0.5,1.0,0.37,1.0,0.21,0.48375
11708852,12282782,False,False,0.21,0.67,1.0,0.67,1.0,0.3,0.48124999999999996
11708852,11964246,True,True,0.21,0.67,1.0,0.64,1.0,0.23,0.71875
11708852,12299110,False,False,0.21,0.86,1.0,0.72,1.0,0.19,0.4975
11708852,12278532,False,True,1.0,0.5,1.0,0.74,1.0,0.26,0.6875
11708852,12343961,True,False,0.21,0.71,1.0,0.65,1.0,0.15,0.5900000000000001
11708852,11942091,False,True,0.79,0.45,1.0,0.51,1.0,0.24,0.62375
11708852,11942072,False,False,0.21,0.5,0.02,0.71,1.0,0.13,0.32125
11708852,11947650,True,False,0.21,0.5,0.91,0.63,1.0,0.19,0.555
11708852,11944676,True,False,0.21,0.67,1.0,0.74,1.0,0.19,0.6012500000000001
11708852,11933093,False,True,1.0,0.29,0.0,0.64,0.83,0.23,0.49875
11708852,12343020,True,False,0.21,0.6,1.0,0.79,1.0,0.32,0.615
11708852,11947599,True,False,0.21,0.83,1.0,0.6,1.0,0.19,0.6037500000000001
11708852,12344110,True,False,0.21,0.6,1.0,0.78,1.0,0.24,0.60375
11708852,12255427,True,False,0.21,0.67,1.0,0.47,1.0,0.27,0.5774999999999999
11708852,11933587,True,False,1.0,0.45,0.91,0.47,1.0,0.19,0.6275000000000001
11708852,12278699,False,False,0.21,0.67,1.0,0.7,1.0,0.18,0.47000000000000003
11708852,11954823,True,True,0.21,0.45,1.0,0.92,1.0,0.23,0.7262500000000001
11708852,12753211,True,False,1.0,0.27,1.0,0.72,1.0,0.28,0.6587500000000001
11708852,12344629,False,False,1.0,0.6,1.0,0.51,1.0,0.15,0.5325000000000001
11708852,11954897,False,False,1.0,0.67,1.0,0.63,1.0,0.19,0.56125
11708852,12303699,True,False,0.21,0.67,1.0,0.36,1.0,0.15,0.5487500000000001
11708852,12344984,True,False,1.0,0.43,0.92,0.63,0.86,0.19,0.62875
11708852,12345522,False,False,0.21,0.43,1.0,0.61,1.0,0.22,0.43375
11708852,11901448,True,True,1.0,0.18,0.92,0.92,0.86,0.21,0.7612500000000001
11708852,12348191,True,False,1.0,0.3,1.0,0.35,1.0,0.18,0.60375
11708852,12345813,False,False,1.0,0.4,1.0,0.73,1.0,0.29,0.5525
11708852,12359604,False,True,1.0,0.18,1.0,0.72,1.0,0.18,0.635
11708852,12345743,False,False,0.21,0.36,0.3,0.39,1.0,0.15,0.30124999999999996
11708852,17864793,False,False,0.79,0.2,1.0,0.75,1.0,0.22,0.49500000000000005
11708852,12345006,False,False,0.79,0.33,1.0,0.65,1.0,0.21,0.4975
11708852,23166880,False,False,0.21,0.1,1.0,0.72,1.0,0.08,0.38875000000000004
11708852,12348265,True,True,1.0,0.27,1.0,0.89,1.0,0.32,0.8099999999999999
11708852,23166520,False,False,0.21,0.11,1.0,0.69,1.0,0.0,0.37625
11708852,12345854,False,False,0.21,0.36,1.0,0.66,1.0,0.18,0.42625
11708852,12348922,True,False,1.0,0.2,0.92,0.54,1.0,0.22,0.61
11708852,57489018,False,True,1.0,0.0,0.64,0.72,1.0,0.19,0.5687500000000001
11708852,38274951,True,True,1.0,0.0,1.0,0.69,1.0,0.18,0.7337499999999999
11708852,12432933,True,False,0.21,0.18,1.0,0.56,1.0,0.17,0.515
11708852,24445801,False,False,0.21,0.11,1.0,0.69,1.0,0.16,0.39625
11708852,24530218,False,False,1.0,0.1,1.0,0.37,1.0,0.16,0.45375000000000004
11708852,24432605,False,False,1.0,0.1,1.0,0.69,1.0,0.12,0.48875
11708852,12346418,False,True,0.21,0.2,1.0,0.68,1.0,0.18,0.53375
11708852,12348171,True,False,1.0,0.09,1.0,0.67,1.0,0.16,0.615
11708852,22529314,True,False,1.0,0.1,1.0,0.58,1.0,0.17,0.60625
11708852,15114811,False,False,0.21,0.18,1.0,0.74,1.0,0.12,0.40625
11708852,47120523,False,False,0.21,0.0,0.73,0.51,1.0,0.1,0.31875000000000003
11708852,15112897,True,False,0.21,0.09,1.0,0.89,1.0,0.15,0.5425
11708852,15114560,True,False,0.21,0.25,1.0,0.7,1.0,0.1,0.5325
11708852,15120535,True,False,1.0,0.08,1.0,0.74,1.0,0.13,0.61875
11708852,22739044,False,True,0.79,0.11,1.0,0.71,1.0,0.14,0.59375
11708852,16351011,False,False,0.79,0.17,1.0,0.9,1.0,0.06,0.49
11708852,16589318,True,False,1.0,0.09,1.0,0.93,1.0,0.2,0.6525
11708852,17223141,True,False,0.21,0.2,1.0,0.76,1.0,0.17,0.5425
11708852,17263567,True,True,0.21,0.11,1.0,0.74,1.0,0.16,0.6525
11708852,17911757,True,False,0.21,0.11,1.0,0.41,1.0,0.21,0.49250000000000005
11708852,20541729,False,False,1.0,0.1,1.0,0.67,1.0,0.17,0.4925
11708852,37045921,True,False,0.21,0.0,1.0,0.5,1.0,0.12,0.47875
11708852,38553239,False,False,1.0,0.0,1.0,0.42,1.0,0.08,0.4375
11708852,21048907,False,False,1.0,0.1,1.0,0.75,1.0,0.08,0.49125
11708852,22817670,True,True,1.0,0.1,1.0,0.9,1.0,0.11,0.76375
11708852,24672560,True,False,0.21,0.1,1.0,0.53,1.0,0.1,0.4925
11708852,22449157,False,True,0.21,0.11,0.73,0.69,1.0,0.06,0.475
11708852,22513966,False,False,1.0,0.1,1.0,0.76,1.0,0.14,0.5
11708852,22567271,False,False,0.79,0.1,1.0,0.54,1.0,0.15,0.4475
11708852,22738787,True,False,1.0,0.11,1.0,0.83,1.0,0.17,0.6387499999999999
11708852,22748378,False,False,0.79,0.1,1.0,0.49,1.0,0.15,0.44125
11708852,22737572,False,True,1.0,0.11,0.91,0.73,0.83,0.15,0.59125
11708852,22737728,False,False,0.21,0.1,1.0,0.74,1.0,0.15,0.39999999999999997
11708852,22778156,False,False,0.21,0.1,1.0,0.72,1.0,0.07,0.3875
11708852,22802671,False,False,0.79,0.11,1.0,0.57,1.0,0.2,0.45875
11708852,21697226,True,False,0.21,0.0,1.0,0.52,1.0,0.14,0.48375
11708852,22787251,False,False,0.21,0.1,1.0,0.85,1.0,0.21,0.42125
11708852,22817877,False,False,0.79,0.11,1.0,0.36,1.0,0.15,0.42624999999999996
11708852,22881504,False,False,0.79,0.1,1.0,0.64,1.0,0.09,0.4525
11708852,22865741,False,True,0.21,0.11,0.91,0.73,0.83,0.11,0.4875
11708852,22834498,True,False,0.79,0.12,1.0,0.56,1.0,0.21,0.5850000000000001
11708852,22865035,False,True,0.21,0.0,0.64,0.71,0.67,0.16,0.42375
11708852,22896597,False,False,0.79,0.11,1.0,0.83,1.0,0.23,0.495
11708852,22916892,False,False,1.0,0.11,1.0,0.4,1.0,0.2,0.46375000000000005
11708852,22895119,False,False,0.21,0.11,1.0,0.67,1.0,0.13,0.39
11708852,23037500,False,False,1.0,0.1,1.0,0.74,1.0,0.15,0.49874999999999997
11708852,23111722,False,False,0.79,0.1,1.0,0.75,1.0,0.16,0.47500000000000003
11708852,22895714,True,True,1.0,0.11,1.0,0.68,1.0,0.11,0.7374999999999999
11708852,22834383,True,True,1.0,0.1,1.0,0.78,1.0,0.17,0.75625
11708852,22923138,False,False,0.21,0.1,1.0,0.76,1.0,0.15,0.4025
11708852,23172027,False,False,1.0,0.11,1.0,0.63,1.0,0.24,0.49750000000000005
11708852,24416908,True,False,0.79,0.11,1.0,0.43,1.0,0.17,0.5625
11708852,24430386,False,False,1.0,0.11,0.73,0.71,1.0,0.23,0.4725
11708852,24417143,False,False,1.0,0.1,1.0,0.6,1.0,0.19,0.48625
11708852,24431251,True,False,0.21,0.1,1.0,0.52,1.0,0.16,0.49875
11708852,24460126,True,True,0.21,0.12,0.91,0.75,1.0,0.13,0.64
11708852,24430807,False,False,1.0,0.11,1.0,0.66,1.0,0.14,0.4887500000000001
11708852,24461416,False,False,0.21,0.12,0.91,0.65,1.0,0.18,0.38375000000000004
11708852,24412967,False,True,1.0,0.1,0.82,0.65,1.0,0.1,0.58375
11708852,24501790,False,True,0.21,0.11,1.0,0.55,1.0,0.03,0.4875
11708852,24502165,True,False,1.0,0.11,1.0,0.74,1.0,0.12,0.62125
11708852,24485944,False,False,0.21,0.11,0.91,0.7,0.83,0.15,0.36374999999999996
11708852,24461172,False,False,0.21,0.17,1.0,0.73,1.0,0.21,0.415
11708852,24512567,True,True,1.0,0.11,1.0,0.74,1.0,0.2,0.75625
11708852,22890813,False,False,0.21,0.11,1.0,0.73,1.0,0.19,0.40499999999999997
11708852,24431272,False,False,0.21,0.0,0.73,0.67,1.0,0.23,0.355
11708852,24586103,True,False,0.21,0.1,1.0,0.95,1.0,0.24,0.5625
11708852,24575025,True,False,0.21,0.11,1.0,0.74,1.0,0.2,0.5325000000000001
11708852,24606672,True,False,1.0,0.11,1.0,0.79,1.0,0.11,0.6262500000000001
11708852,24617981,False,True,1.0,0.11,1.0,0.73,1.0,0.12,0.62
11708852,24635635,True,False,1.0,0.11,1.0,0.71,1.0,0.14,0.62
11708852,24618864,True,False,0.21,0.1,1.0,0.57,1.0,0.13,0.50125
11708852,24634137,True,False,1.0,0.1,1.0,0.48,1.0,0.12,0.5875
11708852,24634621,True,False,1.0,0.11,1.0,0.7,1.0,0.15,0.62
11708852,24529441,False,False,1.0,0.12,1.0,0.64,1.0,0.22,0.49750000000000005
11708852,24685186,True,False,1.0,0.12,1.0,0.62,1.0,0.24,0.6225
11708852,22529102,True,False,0.79,0.11,1.0,0.49,1.0,0.05,0.555
11708852,24666903,False,False,1.0,0.11,0.91,0.69,1.0,0.06,0.47125
11708852,24672469,True,False,0.21,0.17,0.91,0.63,1.0,0.12,0.505
11708852,24655348,True,False,0.21,0.11,1.0,0.59,1.0,0.2,0.51375
11708852,24673735,True,False,0.21,0.17,0.91,0.83,1.0,0.08,0.525
11708852,24655546,True,False,0.21,0.11,1.0,0.69,1.0,0.13,0.5175
11708852,25848641,False,False,0.21,0.12,1.0,0.71,1.0,0.11,0.39375
11708852,25888697,False,False,1.0,0.0,0.91,0.72,1.0,0.15,0.4725
11708852,25907131,True,False,0.21,0.1,0.85,0.93,0.75,0.07,0.48875
11708852,26036460,True,False,0.21,0.1,1.0,0.87,1.0,0.14,0.5399999999999999
